target,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40
2.0,-0.52861143,-0.027856172,-1.051294,1.5714459,0.98683181,0.60977362,-0.91543552,2.0216353,-1.1786304,1.4735532,-0.4282755,-0.10513019,0.26007781,-1.3070426,-0.42077947,-0.87008968,-0.82737807,-1.5741998,0.38195983,-1.1280548,-1.1924137,-0.70488479,0.30063848,-1.7055546,2.1924913,1.3045199,-0.29549666,0.57076852,0.58391488,-2.4673016,-0.57609422,0.28498161,-0.88135428,-0.52288515,-0.29447922,0.50165113,0.68354845,-0.82082502,-1.085853,-0.58556342
2.0,0.056743395,1.218229,-0.60928276,0.46230302,-0.99752961,1.1711134,0.30041317,0.77833673,1.2147326,0.069237369,-0.75064101,-1.1544275,0.9803004,1.2727081,-0.67162207,-1.4512902,1.1157168,-0.6739383,-0.59378258,0.29656886,-0.1242254,0.57299222,-0.33402814,-1.2645575,0.51846115,-0.61321502,-0.6009756,0.2720989,-0.83020219,-0.59893827,0.3745614,-1.4465587,1.6848407,1.0924454,-0.37017034,-1.4943034,-1.7605085,0.12998208,-0.77510988,0.54340173
2.0,-0.59525663,-0.56829942,-1.2039779,-1.0831595,-0.56273335,1.3728483,-0.42864937,0.23276674,0.053634403,1.800835,-2.2811121,1.0279003,0.076439127,0.55785255,1.1146375,-0.7493985,-0.84846182,-0.87356277,-0.5887955,-0.058666815,0.77329382,1.0515487,-0.50292284,-1.5553708,1.3043115,-0.5570473,1.1028231,-1.6725037,-0.74182718,2.0358292,0.11009413,-0.44116432,0.90805022,1.0481129,0.3479402,1.436477,-1.1770088,0.074332057,1.0019536,1.1405774
2.0,-1.1819337,-0.14095458,0.14266549,1.1621529,-0.14424941,-0.34756111,1.4118712,-0.56552963,-0.44377555,0.065149346,-0.088483057,-1.3621735,0.89500924,1.1649486,-0.64643935,0.37308851,-0.72299465,-1.5808906,1.7315303,0.42795498,-1.2439687,-1.3104696,0.013464936,1.0273014,-0.66294897,0.28877525,-0.82903965,0.1499985,-1.5795219,0.27230861,0.21674811,-0.49364494,-1.4507861,-0.065874716,1.1087681,-0.025675412,-0.80702013,-0.18726679,-0.76044377,-0.40059111
2.0,0.66330715,1.5139953,0.29235724,-0.034385019,-0.95304744,1.1431565,-0.39031605,-1.508799,0.11579706,-1.7680193,0.63143213,1.7086619,0.18631713,0.74704912,0.44195861,0.50589016,1.288296,1.4175305,0.061862031,0.10721021,-0.49393365,-0.42327352,0.11480085,-0.67326818,0.32465615,0.28084705,-0.60979778,-0.4831901,0.2186779,-1.4547524,-0.42487397,-0.97137296,0.90381473,1.6630012,1.293501,1.2852274,0.33214911,-1.3403535,0.18090722,0.41572063
2.0,1.1072649,-0.59654376,0.79711871,0.17884521,-1.2984496,0.17099116,0.88399189,0.46652221,-0.16091773,0.58353481,-0.56185601,1.7941379,-1.6486542,-1.2039361,-2.162494,-0.34439793,0.073311434,-0.6216336,-0.75328211,0.51558666,-0.37767516,0.12836145,-0.075228071,-0.1826621,1.3512686,-0.77417879,-1.2713914,0.081097835,-0.4636088,-0.51288354,-0.13893317,-1.6984462,0.46247579,0.19000644,-0.33825298,0.12497789,0.33623094,0.99029365,0.62347723,0.40595473
2.0,1.1497065,0.53733212,-0.14074245,0.1721645,-1.2395943,-1.892383,0.3713414,-0.32658842,-1.2049941,-1.8183726,0.74917312,-1.3918821,-0.20586625,-0.42945034,1.2796751,-0.24075549,1.0874902,-0.28211233,0.83965882,-0.88550015,1.4101561,0.73715788,0.85253238,1.4844997,0.12535648,0.54232918,-1.3823463,2.1438186,0.13812133,-0.5918063,0.27926173,0.87970714,0.95597859,0.012170943,0.45859034,-1.0468219,2.1547454,0.34321604,0.70772281,0.55899465
1.0,-1.1541696,-1.6006782,0.040994219,0.24213494,-0.53488269,-1.4987814,-0.53224917,0.66276128,1.4513839,-0.30810624,3.4129545,1.2813688,-0.08176982,-1.3213137,-0.35059137,-0.75270447,-1.5296826,0.08397363,0.89023842,0.030798738,0.1626703,0.49913536,-0.15396777,0.024270538,0.89737731,-1.8657379,0.15244358,-0.091306278,1.1758929,0.22353074,0.36327961,-1.4847996,-0.34728576,0.30738081,-0.86969754,-1.1556587,-1.0410464,0.79993661,-1.3473354,-1.2150151
2.0,0.36701758,-0.13108759,1.3541469,0.96661835,-2.0853805,0.81980332,-0.095108649,1.5029866,-0.76946881,0.2540968,-0.33633609,-0.95841181,2.417976,0.56804573,-0.37268347,-1.1879135,-0.26280414,-1.8076535,-0.77745096,-0.33096416,-0.35084983,-0.4692794,-0.28770471,0.58848571,0.72786485,-1.5756452,1.4007237,0.1837015,0.014142231,-0.2618506,-0.042411456,-1.8063088,0.62475171,0.22877668,-1.3879452,-0.49729134,0.038502196,0.82125304,1.5496468,-1.4384768
2.0,0.31235001,0.20021083,-1.860542,-0.46937789,0.14027607,0.066339968,-1.8948216,-1.7381793,-0.61911791,-1.1781966,-1.964017,-2.8640793,0.56366003,-2.207037,-0.57211943,-0.31315118,1.6937785,0.55688888,-0.00035304152,-0.7964164,-0.56329256,-0.31682828,1.5688946,1.6514187,0.84883724,1.9805856,-1.2926438,-2.1397069,0.55816814,0.23026348,0.6321454,1.3232793,-0.70082067,1.8639222,-0.22067511,-0.68378975,1.1933183,1.3097861,-0.28002772,0.98788613
2.0,-0.44119849,0.20055676,-0.081259171,-1.4557049,1.7248498,0.50006527,-0.43940861,-0.25185509,-1.2966988,0.87779544,1.8179256,-0.5663001,1.8437978,-0.57533276,0.18804064,-0.44104901,1.4209615,1.3083536,-0.24171194,-0.33487993,2.7857682,-0.75451127,0.68855776,-1.0142527,2.6592637,-0.86665612,0.96145145,-2.3400571,-0.48968436,1.1286281,-1.1855814,-0.72825484,0.4874472,1.7907149,-1.3781269,-1.0989063,-1.3219015,-0.23939495,-0.036407987,-0.18247364
2.0,0.93370403,0.11634114,0.22797539,-0.54940628,1.0377199,2.0160493,0.84205924,1.7018591,0.4424158,-2.1011674,-0.98264763,0.8470334,0.20903573,-0.47851091,-1.0871375,-0.25994309,-0.79780571,0.42673861,0.018380929,-0.15478435,1.3094023,-0.96023701,0.89924967,-1.5495744,0.14007379,-0.79600619,0.033467286,0.21867535,1.4920051,0.71858193,-2.0287796,-1.3074013,-0.35819283,2.1910522,1.522261,-0.76512795,-1.7275851,-0.68994212,0.42021492,0.87001462
2.0,1.0069078,0.44050504,0.72106835,0.77794035,1.0849833,0.87430749,0.20861302,1.5745637,-2.331006,1.2627304,-0.019756959,0.76697673,-0.72739265,-0.21766234,0.60727776,2.0229354,0.34406158,0.039324923,-1.4760678,-1.831422,0.44356277,0.94081136,-0.88820343,-2.0942843,1.7805943,0.70826919,0.41699371,0.52072708,-1.223828,1.754965,0.019703245,-0.15851785,0.22982626,0.95604313,1.3161536,-0.43467052,1.0273432,-0.33244062,-0.74507517,0.3872564
1.0,-1.0719384,0.048859053,1.4114158,-0.45352685,0.50005469,-0.45760625,-1.0218494,-0.58060106,0.38579895,0.45838565,2.2386192,1.5898243,0.27359995,0.17087121,-0.47736414,-0.16510258,-0.36095898,1.08504,-0.050607631,0.64543776,0.83741656,0.50464595,-0.54182576,1.0534793,-1.0210385,0.14119461,-0.3072029,-0.11761746,1.4938775,-1.5342489,0.39899381,0.99423302,0.79071957,0.45051817,-0.7039652,-0.16194319,-2.420597,-0.24967329,1.1971957,0.14997411
2.0,0.57161536,1.1444258,0.64262057,-0.65068587,-1.0398487,-0.62478434,0.27070097,1.1279954,1.8033453,-0.11998729,-0.9694636,0.2146412,-0.37012351,0.42103264,0.82981765,1.2006328,0.93045109,0.10489686,0.17924306,0.73849224,-1.2301129,-0.27719279,-0.065413543,-1.2122735,-0.33632136,-0.1008838,-0.7219313,0.95185429,1.7816889,1.2726721,-0.61818788,1.8953966,-0.40429055,-0.53775823,0.97599521,-0.27728756,-0.12165002,-1.2870638,0.63482999,-0.034632995
2.0,2.4261506,-0.92622395,-1.1487154,-0.48798406,0.70190144,0.37241457,-0.97286516,1.1351266,1.558088,-0.72278067,2.1885467,0.47572695,-0.028023771,0.45116749,-0.14046286,0.43858102,-0.21222423,0.79217007,0.029184299,0.05322739,-0.73067984,-1.3246474,2.2721013,-1.9014975,-2.0402201,0.18117853,-0.8969016,1.2316986,0.29173839,-1.475899,0.78836516,-0.84210475,0.30562399,-0.45124539,-1.4404695,-0.92223666,-1.1389466,0.6904037,-1.6806279,-0.70071552
2.0,-0.37236845,-1.3533525,-0.15669948,0.15823294,0.21183418,0.7541307,1.0433567,0.69754874,0.060595913,-0.69091223,-0.82885606,-0.19830494,0.44589532,1.1460308,1.6546679,-0.43796035,-0.10020153,-0.43948297,1.9672177,0.044414989,0.71612793,-0.48601743,-0.98995006,1.1405866,-1.7103417,0.92009459,0.3332467,0.022387887,-1.6271378,-1.0525742,-0.76715792,0.34211951,0.79304822,-0.81526294,-0.28960005,0.35870825,0.10816427,0.44601126,-1.2124581,0.14459011
1.0,-0.098399919,0.77129884,1.3777813,-1.3758919,2.3003593,-1.1878745,0.72353571,-1.0345713,-0.85868828,-1.4334921,1.0397603,-1.1479343,0.47646879,1.4618924,-1.3994275,0.29567997,0.85834122,-0.52647941,-0.14611483,1.1770154,1.0313321,0.62052225,0.59147802,0.28885636,0.79566195,-0.49315944,0.35820062,-1.5624511,0.47257497,0.8867569,0.16263043,-0.35215556,-0.31241193,0.38571343,0.84036691,1.1046069,0.13507461,0.6801917,-1.984492,0.21035924
2.0,-0.15531322,0.5110871,0.52598194,1.6345051,-0.44273815,-0.4868042,-0.46492321,-0.5486416,-0.063513949,-0.5182501,-0.10557024,2.5864502,0.094120917,-2.006939,-0.35069611,-0.12209636,0.64064414,1.47143,1.5901157,-1.4488462,0.22177858,1.0580112,1.1490191,0.44151349,-0.121157,0.87585013,-3.3514276,0.068528067,-0.57413044,-0.029224994,0.37901379,0.12435228,0.17483772,0.39640774,1.9365428,2.1865192,0.018280449,0.60213733,1.0958069,-1.5360311
2.0,-0.20658999,0.48762091,0.9709946,-0.71946828,-0.92660695,0.011066996,0.56475433,-2.7329235,-0.97904674,-1.1153913,-0.62030917,1.9402058,0.93075778,0.43590782,-0.35778079,0.96761418,0.56242832,1.3589596,0.33848151,0.46714755,-1.4351289,-0.33175471,0.83952959,-0.39132584,-0.18219946,1.8141972,1.3578494,1.0755224,0.17998891,0.8171743,-1.830808,-2.0737582,-0.72900131,-0.16552262,0.81382254,-0.67276778,1.8012222,1.4002048,0.22910673,0.19073547
2.0,-0.73160095,0.36442927,-0.039742641,-0.97046013,0.13241196,0.81128509,1.6204383,-0.22740164,-1.8895485,-1.3719667,-0.94702896,0.057646149,0.053103201,-0.042148955,0.46530809,-0.1274352,0.034717693,-0.35083463,0.77420262,0.46621929,-0.6389605,-2.4205982,1.1667351,-1.4796756,1.0093136,1.4469469,-1.9422548,1.5333224,0.69898783,-0.041093107,1.289492,1.6730072,0.38726563,2.0222311,-0.96570489,-1.0990893,-0.65719945,-0.22619731,-0.36058635,-0.59457
1.0,-1.5364521,-1.0014378,0.1963891,-1.2298143,1.1625306,0.53231225,0.12117359,-0.35238408,1.7238414,0.13659372,-1.2697331,-0.43315661,1.4148874,-0.19126524,-0.20690978,0.73250887,2.4191482,-0.22497603,1.1575992,0.58449446,1.5429332,-0.089057578,0.60728982,0.51080672,-0.87579698,-0.15699327,0.27538416,-0.021752295,-0.37224263,-0.84674483,1.8612368,-1.5462978,-1.8202844,0.19837898,-1.4926773,0.36427438,0.61004201,-0.46141091,-0.4102008,-0.33576655
2.0,0.31354015,3.1307227,2.452454,1.7164593,0.81325833,0.11732516,-0.6951313,0.16380928,-1.8130421,1.3125413,-0.78650364,1.0091694,1.4088688,1.1601858,-0.15468423,0.21563517,0.39290357,-1.6133419,-1.0724214,-0.71141938,-1.4488245,-0.78364348,0.25305844,0.3550053,-1.002698,-1.0070865,-0.87404137,-0.39541039,-1.3367984,0.010012783,0.0046790603,0.00034466454,0.95814891,-1.2610749,-1.7200712,1.5699755,0.46831155,-0.11365885,0.41388292,0.28224592
2.0,-1.4443563,-0.13839194,-0.46168037,-0.27811782,1.0521561,0.81904284,-1.9063499,0.41353352,-0.98750813,1.7858865,-1.3379746,-1.6445347,-1.0255919,0.28547779,-1.0358372,-0.19544028,-1.1220585,-1.1827898,0.20582497,0.099716971,1.2438566,0.2604938,-0.47820171,-1.3561842,0.87940788,-0.89716701,2.4276129,0.93604139,-0.7304734,0.16513555,0.053281885,0.70578428,0.34099774,-0.06684145,1.0231476,1.102198,-1.3405975,0.64556463,-1.57493,1.3999949
2.0,-1.1633503,1.0012573,-0.14247211,1.1808598,-0.34583397,0.096660585,0.49388611,0.77457393,0.086283744,-0.043841541,0.27167526,-0.52409022,2.3075645,0.2960894,-1.5536398,0.30370742,1.3474411,-1.0276566,-0.27067922,-0.98016444,0.40401914,-0.51988618,-0.30417232,1.1032639,-1.7403522,1.6911104,-1.1628226,-0.48962702,0.26750948,0.39010813,0.94078138,3.0868829,-1.1357628,-0.72410528,-0.58529119,0.62303534,0.53047426,-1.1529727,-0.40130373,0.32553322
2.0,0.73774264,-1.1151001,-0.77605232,-0.92514299,0.96546054,1.2989492,0.226132,-0.71005053,0.34297496,-0.020717824,1.6622828,0.40189111,-1.0295612,0.29552307,-1.5271659,1.9982735,0.9093166,1.3788452,-0.52078084,0.01215558,-0.15667443,0.39232255,-1.4573161,-2.2445865,0.53968901,1.8075258,-1.1291353,-0.38861886,-0.47813884,1.8018552,-0.35559083,-1.430574,0.91510858,-0.052204803,-0.62930889,0.54042995,-1.0753225,1.1871697,1.8785018,0.042816075
2.0,0.043169022,0.14768539,-3.044439,0.77440615,-0.89960724,0.63837889,0.71064945,-0.56980976,-0.70347784,-0.96344419,0.76367156,2.3254719,-0.24653047,1.0704118,-0.79904334,1.2777939,0.026500348,0.54644595,-2.1500889,0.22119619,-0.26953348,1.2609522,-0.57306285,-1.3162989,0.86534953,0.027960418,1.311068,-0.8387283,-0.69181806,-0.2624754,-0.21837249,-1.0142899,-0.80625941,-0.30464534,0.039332241,-0.20426317,0.33030483,-0.19012753,0.89359797,0.50935156
2.0,-0.19977438,1.2921306,-1.8402644,-1.2432601,-0.50043186,1.0058979,0.21057218,-0.98526067,-0.58548009,-0.81480138,0.89801679,-0.5531273,0.10417546,1.5953968,-1.5136041,0.62707871,0.46569062,0.03822216,-0.4157705,-0.70551878,-0.32751025,0.3760536,0.43183874,0.89447849,-0.43540091,-0.11660513,-0.77629462,-0.35254815,0.54407192,1.4937346,-0.39255623,0.82807817,-0.37526937,-1.4244964,0.19833352,0.72844873,0.37681812,-0.7363805,-0.32873047,-0.52381069
2.0,0.77018371,1.6776296,-0.51641267,-1.1325494,1.586745,-0.43071511,1.0383255,0.22229175,1.0670542,0.21450044,-0.9663965,1.2127907,-0.35607195,-1.9187941,-0.75139762,0.048740248,-0.42335073,-0.087433706,0.17232207,-0.026609607,1.27962,-0.45213394,0.48719014,0.83134209,-0.29230573,1.163944,1.5071294,1.1216742,0.59322857,1.4280066,0.075713943,-0.50847349,0.54360245,0.14121988,0.74875454,0.59431535,-0.43752063,-1.536256,1.2851117,-0.4584701
2.0,1.1882653,0.09555127,1.2445015,1.8790666,-3.0335744,0.98862478,-0.39972658,2.915601,-0.71771907,-0.20206053,-0.29587545,-0.89197251,-0.049886468,-0.054255479,-2.4299551,-1.8414715,-0.72138456,-0.35484418,1.9359567,0.30433628,-0.72256759,0.85887578,3.4644636,-1.2089253,0.32731004,-0.1282449,-1.2602959,0.85792221,-0.089105992,-1.1798261,-0.075281938,-0.97843984,1.6195661,-0.65798487,-1.6941038,-0.31169551,-1.2065985,1.8563972,-0.067094946,-0.85138337
1.0,0.83084285,0.48078738,1.813405,0.17908731,-0.52376851,-0.27151956,0.25350455,-0.60545651,-2.2250566,-0.85432885,0.77298669,-0.85808276,1.8494348,-1.1516141,0.77164037,1.5355589,0.593339,0.46548488,0.47313865,-0.060294083,0.16991293,1.267915,-0.25964989,0.36985608,2.5664861,0.61046191,0.25698282,-0.72147724,-0.36456804,-0.76837609,1.9599827,1.6430908,-0.2589018,0.41181103,-0.36948701,0.69240597,1.537006,0.48917598,-0.54401069,1.0230655
2.0,-0.092377085,-0.28594319,-0.082083864,-0.67647965,1.4468467,1.0248152,-1.0003663,-0.30403186,-1.082666,-0.034951313,-0.68598901,-0.10891002,-1.0373682,0.22774199,-1.1085,-0.2271435,0.20618101,-1.0636597,0.46751278,0.93104055,-1.4592468,-0.12549035,-0.36641796,-0.36068413,-0.21389781,0.2280196,0.96162738,-0.63825742,-1.0889289,0.080275906,-0.50509427,0.33914536,0.72888845,1.0349021,-0.014351871,2.4371944,0.88265258,-0.65259729,-1.1308565,-1.0788698
2.0,2.8523793,-0.7570264,-0.71900704,0.80546991,0.4054841,-0.92574855,0.96053754,-0.03933498,-0.24885666,1.0082323,1.7880587,-0.39853228,-1.8003261,-0.39308511,-1.0637446,0.67796143,0.16693344,-0.86893465,0.14938997,1.0659534,-0.75014706,-0.16168381,-1.567065,0.10921102,1.5164773,1.0171114,-0.49246907,-0.39767061,-2.8060851,0.36324906,0.92725188,-0.93081741,0.75452658,1.2290947,1.1434078,-0.69620627,0.47894368,0.52570101,0.39564969,0.91290421
2.0,-0.9708643,-0.20790195,-1.3218811,1.6042276,-0.48862768,-0.027789262,0.95948312,-0.20297346,0.82627256,0.82244892,-1.5933162,0.54524105,-1.3248258,-1.1403754,-0.52870367,-0.16087057,-1.0785466,1.7897428,1.3963636,-1.2792059,0.55793283,-1.6837619,0.41015774,0.052562417,1.2594251,-0.49138289,-1.0796842,-0.041560053,-1.5788516,0.33015204,0.45271712,0.085430152,0.31640664,2.1529051,0.072167022,0.02247121,-0.15694119,-1.2579374,0.21120451,0.020849195
2.0,0.9342564,-0.41607275,-1.079132,0.024775317,-0.19232738,-0.34856069,0.470637,1.5217048,0.23818297,0.50731785,0.74963076,-1.7827381,-1.7197078,-0.11262233,-0.2648,-0.059627918,-0.49662511,-1.1120197,-1.7386193,1.4409632,0.3315115,1.2465532,1.6145723,-0.078748351,-0.31801993,1.9175834,-0.86980151,-0.49957208,0.30901512,0.22683099,1.6634003,-0.41462717,0.0093200855,-1.0470683,-1.3379465,0.71996522,-0.014139504,0.51713294,-0.13593148,-0.34291598
2.0,-0.76510115,0.71413903,0.47059106,-1.3147416,-0.024354264,0.23879471,-0.78844668,-1.5092372,-1.7094362,-0.612476,0.080973823,-1.4080344,-0.17877092,2.721002,1.3672713,2.0662927,-0.047998233,-1.9302751,0.89059104,1.6094289,-1.0513161,0.073679558,0.19635061,-0.37326517,0.69453389,1.0731232,-0.44957436,-0.13895,-0.42766257,-0.028525532,1.4376263,1.4506759,1.4701467,-0.83677124,-0.76850299,0.80119477,-0.56194903,1.3486574,-0.20701501,-0.024183909
2.0,-0.49466473,0.60100217,-0.0090319193,-0.68571792,0.3809523,0.37745329,-0.9353467,-1.860232,-1.1165691,-0.25464549,0.331853,-1.6438032,-0.39901103,-1.5696036,0.26354473,0.61670381,-0.25561357,0.32279755,0.12849434,-1.6052205,-0.47287114,0.3739106,-0.34982447,1.1314929,0.20724084,0.31226286,0.86065695,0.61504008,0.53006275,2.4221106,1.0895955,-0.86813881,0.55784748,-1.1873981,0.040248188,-0.067021557,1.4825189,-0.73709016,-2.4444355,0.60564605
2.0,0.10783752,0.79851955,1.7358223,0.8577927,-0.56969425,-0.18874775,-0.28195828,0.046165128,-0.12439201,-1.0344213,-0.044426166,-1.1522248,1.0234428,-1.199112,-0.14513564,1.5435181,-0.20186284,1.1955225,0.76948667,-1.7309968,-0.89004307,-0.41558865,1.7045915,-0.16069855,-0.49591963,-0.11191081,-1.8848376,-2.0383191,0.60482236,0.28024476,0.5646155,0.90452688,0.25047277,-0.32331535,2.3258542,-0.66258919,1.2105159,-1.59146,0.37376157,-1.0181141
2.0,-0.035044328,0.53816362,-0.1083235,0.22247125,-1.0867905,0.82807314,0.041865202,-0.10498183,-0.37935666,-0.16787292,-0.14806152,0.64601658,-0.020062686,0.026065259,-0.0050221981,0.49252329,0.48233342,0.32161559,0.70636097,3.0186261,-0.58923902,-0.12952572,-1.0019684,-0.40210234,0.54200195,-0.32937763,0.40713353,-1.7793367,-0.20997413,-2.0791219,-0.11616635,-1.4107297,1.4515225,-0.030815792,0.52445461,0.56401695,1.1162257,-1.4749039,1.7176685,-0.99006055
2.0,-0.52450648,0.35901272,1.8106092,0.58532612,-0.90880075,2.4860742,0.30587588,-0.52515836,0.91460137,0.57753546,0.17934541,-0.17227765,-0.088752267,1.0456482,-0.53092603,-0.064880331,-0.28764896,-0.51531129,1.4324767,-1.0192571,-0.11659863,0.10064421,0.32617449,-1.4026289,-0.94733829,-1.2344268,1.0567213,1.6221136,0.58331207,-0.14285233,0.033299816,-1.5551261,2.5861959,0.27209538,-0.3255912,1.5101577,-1.5394799,-0.16486652,-0.34030699,-0.49653
2.0,0.51954296,0.33844637,2.6622755,-0.97852842,1.4363149,-0.5937845,0.49920528,-0.49457529,1.1031684,0.566615,-0.37415312,1.3664685,0.23742982,0.16842839,-1.1501841,-0.48531199,-1.4946719,-0.66224905,1.7055888,0.81986573,-0.98081303,-0.47728158,-1.3965481,-0.87900145,0.66320674,-1.7830408,-1.4186936,-0.19344339,-0.23194375,-0.23270935,-0.21582698,-0.51357974,-0.69015734,-0.56669774,0.81084546,0.22347792,0.27054162,-0.91759388,0.065606334,0.7958881
2.0,-0.49932463,-0.14978159,0.95358841,-0.073259384,1.638583,-0.73932447,0.82728115,-0.26689461,-1.8254519,-1.3281565,0.7799646,-0.4677961,-1.0372753,0.37289647,-0.2203135,2.3421675,-0.56267158,-0.23921795,0.76838238,0.21203227,1.4921857,0.48857048,-0.33281132,-0.78766608,-0.19967267,-0.15214116,-0.74842995,-1.0965263,-0.2048597,-1.338945,2.1916303,-0.77621256,-0.15421955,-0.76225619,-0.23156546,-0.16807354,-0.77288361,0.18408027,1.6061716,-0.6667479
1.0,-1.3785481,-1.0517314,0.75874509,-0.97857687,-1.1950667,1.7620941,0.49718574,-0.38103723,-1.4327678,0.73358355,0.46577268,-0.72703483,-0.36282773,-1.4690961,0.85120642,-0.014002562,-0.75145474,-0.36194794,0.60356867,-0.84703254,-0.93380024,-0.67068926,0.85378938,0.40255203,1.5944269,1.2727647,0.057461604,-0.75674212,-1.1674535,0.51431467,-0.75368436,-0.33159938,0.25286052,0.8123437,-1.0536326,0.82241067,-0.13371825,1.514959,-0.48927265,-0.51851149
2.0,1.3513678,0.41907945,0.93146726,-0.56044971,0.52345036,-0.30001648,-1.2361487,0.86063152,-0.11665738,0.10456612,1.4556664,0.88861632,0.19265772,1.0482548,-0.040511265,-0.21970093,-0.15969746,0.33470361,0.72320305,-2.1685017,-0.74236229,-0.40439102,0.91117319,-0.48516132,0.31372209,-0.32764769,-0.11667283,1.2419587,-1.1105669,0.24154318,1.1551462,-0.94832608,-0.2325949,-1.2087838,-0.91886913,0.48925743,0.25328161,-1.6718635,0.81904093,0.0059601385
2.0,1.4703219,-0.70237526,-1.3328863,0.49635458,0.58989892,-1.1690435,-0.99916431,-0.15356448,0.93248448,-0.74165876,0.57163388,0.10138356,0.58039526,0.54633141,-0.36564903,1.4352772,1.2127449,-0.2065851,1.4374947,2.0060465,1.2847687,-0.7717007,0.55555808,0.355135,1.7683712,-0.35416954,0.30790076,2.2731177,-0.71515189,0.31476689,0.62603572,1.0603628,-0.38648053,-0.80661232,-1.3280391,2.283258,0.048928709,0.75192089,0.12092813,-0.59214809
2.0,-0.64209675,1.0623477,-2.5587113,-0.33703562,0.44235982,-1.436591,0.50713083,-0.087414688,0.21179406,0.90541893,0.55705611,0.20698593,-0.088607026,0.4323923,-1.2302478,1.6018879,1.6097696,-1.353831,-0.24071703,1.3743104,-0.71793503,0.99592096,-0.6228521,-0.41409154,1.4056638,1.3234958,0.028072325,-0.7372415,-3.0834286,-0.50153057,0.59318834,2.1442279,0.29768525,-1.9465342,1.0613077,0.61808723,0.50342995,0.86934919,-0.72956416,-1.5526525
2.0,0.5772339,-0.07870801,1.273793,-1.2029534,-0.70548856,0.10192308,0.66030313,0.88647573,0.360621,0.047227434,3.0706115,0.93281212,0.44032222,0.99120461,-0.28574749,1.0916125,0.40981156,0.63255829,-0.17264736,0.51297095,0.84793604,0.45421743,0.53763103,-1.0862951,0.94438609,-1.6013082,-0.11957881,-0.06086998,1.2052744,-0.5477612,-0.94286532,2.2787439,0.26746046,-0.97322764,0.27048433,-0.54946752,-0.40927063,0.2044955,-2.0254011,0.6312787
2.0,-1.6572936,-1.1738702,-0.60997968,0.74526282,-0.05634272,1.8987022,-0.87825919,0.7357259,-0.15599508,0.71313063,-0.3479982,0.51854883,-0.048177045,-2.3333189,-0.98393699,-0.70305199,0.0081551269,-1.2293835,0.35093308,-0.64366331,0.58763197,0.29713066,0.62483506,-0.55658474,-0.49913557,0.93769963,-1.2122164,0.42138547,-2.1168292,-0.83299814,-0.6690233,-0.16807799,0.92352029,1.5136698,-1.7156594,0.47071291,0.43649927,0.90438074,-1.6293874,1.0676243
2.0,2.2521026,0.41175834,1.1069685,-0.91418032,-1.1375481,0.13004555,0.64417596,1.4581606,1.2467843,0.37401099,0.1581083,1.2857475,0.93614441,-0.74035444,0.50440057,0.69746855,-1.1908833,0.58832659,-0.51436554,-1.0401684,0.62178049,2.0582192,-0.03159295,0.79171631,-0.72695294,1.4252628,1.884466,1.0132415,1.2762063,0.74083353,0.37038656,-0.41801419,2.1668524,0.88737366,-0.42325961,-0.25651214,0.9276219,0.7187439,0.90290876,-1.778993
2.0,-1.2385053,0.43335111,0.20072304,-0.15201906,-0.17795056,0.061570682,0.35807999,0.15559905,-1.273154,-0.72066216,-0.23693649,-0.96020968,-0.5228581,0.60158635,-1.2028184,2.2331363,1.2144395,-1.7512419,0.028539099,-0.88810839,-0.95134825,0.30440097,-0.10207847,1.4598108,-0.49921435,1.7460744,0.75913506,1.9151571,0.88335315,-0.40429629,0.39325929,0.02691523,0.93067264,-1.6618973,0.47514798,1.7795947,2.0441071,0.49328236,0.99216556,-0.99934889
2.0,-1.2580471,-1.5758484,0.38546057,-0.55855201,0.046881575,-0.51273756,-0.55711928,0.048989392,-0.76633656,0.01366643,1.3833056,0.16700021,0.99680092,1.4386606,-0.47499766,-0.045956706,-1.1640981,0.88886899,-1.5676937,-0.061676942,0.4289792,0.046688617,-0.0018084634,-0.60336384,0.83780111,0.70276487,-3.0465124,-0.7610107,1.8166037,0.57665339,-0.72385455,-1.1916224,0.089318493,0.17744492,-0.72335742,0.98076085,1.0417412,0.58050707,0.06240114,1.9978849
2.0,0.46238159,-0.9114465,-0.70692505,0.16068456,0.63595019,-0.79917966,0.23295795,-0.84729363,-1.6879556,-0.8098684,-0.53377574,-0.061352652,-0.96129955,0.12807041,0.50030211,0.66966247,-0.46257061,0.64497423,0.63826346,-1.4913261,0.51301208,0.82724701,0.9682795,-1.1103551,1.4221089,0.64595116,-0.99660884,0.076092192,-1.8918687,0.27050478,-1.4555928,0.29794041,-0.41672287,-0.48317664,0.057817099,-0.49037602,-0.720395,0.60742002,-1.2550872,-0.92659128
